05/13/2025 06:44:17 - INFO - __main__ -   device cuda n_gpu 1 distributed training False
05/13/2025 06:44:17 - INFO - tokenization_utils_base -   Assigning ['[unused1]', '[unused2]'] to the additional_special_tokens key of the tokenizer
05/13/2025 06:44:17 - INFO - tokenization_utils -   Adding [unused1] to the vocabulary
05/13/2025 06:44:17 - INFO - tokenization_utils -   Adding [unused2] to the vocabulary
05/13/2025 06:44:18 - INFO - data -   5963,1928,1858
05/13/2025 06:44:18 - INFO - data -   *** Example ***
05/13/2025 06:44:18 - INFO - data -   guid: train-0
05/13/2025 06:44:18 - INFO - data -   tokens: <s> </s> [unused1] : Ġhey , Ġsoph ie ! </s> spe aker Ġ2 Ġ : Ġhey , Ġr ach ! </s> spe aker Ġ3 Ġ : Ġhey . </s> spe aker Ġ2 Ġ : Ġhey . </s> [unused1] : Ġthanks Ġfor Ġlunch , Ġch and ler . Ġy ' know , Ġyou Ġdidn 't Ġhave Ġto Ġwalk Ġme Ġall Ġthe Ġway Ġback Ġup Ġhere . </s> spe aker Ġ3 Ġ : Ġoh , Ġthat 's - that 's Ġokay , Ġno Ġproblem . </s> [unused1] : Ġhoney Ġum , Ġhoney , Ġyou Ġdo Ġrealise Ġthat Ġwe Ġdon 't Ġkeep Ġthe Ġwomen 's Ġlinger ie Ġhere Ġin Ġthe Ġoffice ? </s> spe aker Ġ3 Ġ : Ġyes , Ġi Ġrealise Ġthat . </s> [unused1] : Ġsummer Ġcatalogue ! </s> spe aker Ġ3 Ġ : Ġthat 's Ġthe Ġstuff ! </s> </s> </s> [unused1] </s> </s> </s> h oney </s>
05/13/2025 06:44:18 - INFO - data -   input_ids: 0 2 50265 35 17232 6 33405 324 328 2 18462 4218 132 1437 35 17232 6 910 1488 328 2 18462 4218 155 1437 35 17232 4 2 18462 4218 132 1437 35 17232 4 2 50265 35 2446 13 4592 6 1855 463 1371 4 1423 108 27066 6 47 399 75 33 7 1656 162 70 5 169 124 62 259 4 2 18462 4218 155 1437 35 14223 6 14 18 12 6025 18 8578 6 117 936 4 2 50265 35 10658 7252 6 10658 6 47 109 11197 14 52 218 75 489 5 390 18 18277 324 259 11 5 558 116 2 18462 4218 155 1437 35 4420 6 939 11197 14 4 2 50265 35 1035 29346 328 2 18462 4218 155 1437 35 14 18 5 2682 328 2 2 2 50265 2 2 2 298 6071 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
05/13/2025 06:44:18 - INFO - data -   input_mask: 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
05/13/2025 06:44:18 - INFO - data -   segment_ids: 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
